___city_name___,___state___,___state_name___,latitude,longitude
acrelandia,ac,acre,-9.82581,-66.8972
assis brasil,ac,acre,-10.9298,-69.5738
brasileia,ac,acre,-10.995,-68.7497
bujari,ac,acre,-9.81528,-67.955
capixaba,ac,acre,-10.565999999999999,-67.686
cruzeiro do sul,ac,acre,-7.627619999999999,-72.6756
epitaciolandia,ac,acre,-11.0188,-68.7341
feijo,ac,acre,-8.170539999999999,-70.351
jordao,ac,acre,-9.43091,-71.8974
mancio lima,ac,acre,-7.616569999999999,-72.8997
manoel urbano,ac,acre,-8.83291,-69.2679
marechal thaumaturgo,ac,acre,-8.93898,-72.7997
placido de castro,ac,acre,-10.2806,-67.1371
porto acre,ac,acre,-9.581380000000001,-67.5478
porto walter,ac,acre,-8.26323,-72.7537
rio branco,ac,acre,-9.97499,-67.8243
rodrigues alves,ac,acre,-7.738639999999999,-72.661
santa rosa do purus,ac,acre,-9.44652,-70.4902
sena madureira,ac,acre,-9.06596,-68.6571
senador guiomard,ac,acre,-10.1497,-67.7362
tarauaca,ac,acre,-8.15697,-70.7722
xapuri,ac,acre,-10.6516,-68.4969
agua branca,al,alagoas,-9.262,-37.938
anadia,al,alagoas,-9.68489,-36.3078
arapiraca,al,alagoas,-9.75487,-36.6615
atalaia,al,alagoas,-9.5119,-36.0086
barra de santo antonio,al,alagoas,-9.4023,-35.5101
barra de sao miguel,al,alagoas,-9.83842,-35.9057
batalha,al,alagoas,-9.6742,-37.133
belem,al,alagoas,-9.57047,-36.4904
belo monte,al,alagoas,-9.82272,-37.277
boca da mata,al,alagoas,-9.64308,-36.2125
branquinha,al,alagoas,-9.233419999999999,-36.0162
cacimbinhas,al,alagoas,-9.40121,-36.9911
cajueiro,al,alagoas,-9.3994,-36.1559
campestre,al,alagoas,-8.84723,-35.5685
campo alegre,al,alagoas,-9.784510000000001,-36.3525
campo grande,al,alagoas,-9.95542,-36.7926
canapi,al,alagoas,-9.11932,-37.5967
capela,al,alagoas,-9.41504,-36.0826
carneiros,al,alagoas,-9.484760000000001,-37.3773
cha preta,al,alagoas,-9.2556,-36.2983
coite do noia,al,alagoas,-9.63348,-36.5845
colonia leopoldina,al,alagoas,-8.91806,-35.7214
coqueiro seco,al,alagoas,-9.63715,-35.7994
coruripe,al,alagoas,-10.1276,-36.1717
craibas,al,alagoas,-9.6178,-36.7697
delmiro gouveia,al,alagoas,-9.38534,-37.9987
dois riachos,al,alagoas,-9.38465,-37.0965
estrela de alagoas,al,alagoas,-9.390889999999999,-36.7644
feira grande,al,alagoas,-9.898589999999999,-36.6815
feliz deserto,al,alagoas,-10.2935,-36.3028
flexeiras,al,alagoas,-9.27281,-35.7139
girau do ponciano,al,alagoas,-9.884039999999999,-36.8316
ibateguara,al,alagoas,-8.97823,-35.9373
igaci,al,alagoas,-9.53768,-36.6372
igreja nova,al,alagoas,-10.1235,-36.6597
inhapi,al,alagoas,-9.22594,-37.7509
jacare dos homens,al,alagoas,-9.63545,-37.2076
jacuipe,al,alagoas,-8.83951,-35.4591
japaratinga,al,alagoas,-9.08746,-35.2634
jaramataia,al,alagoas,-9.662239999999999,-37.0046
jequia da praia,al,alagoas,-10.0133,-36.0142
joaquim gomes,al,alagoas,-9.1328,-35.7474
jundia,al,alagoas,-8.93297,-35.5669
junqueiro,al,alagoas,-9.90696,-36.4803
lagoa da canoa,al,alagoas,-9.83291,-36.7413
limoeiro de anadia,al,alagoas,-9.74098,-36.5121
maceio,al,alagoas,-9.665989999999999,-35.735
major isidoro,al,alagoas,-9.53009,-36.992
mar vermelho,al,alagoas,-9.447389999999999,-36.3881
maragogi,al,alagoas,-9.007439999999999,-35.2267
maravilha,al,alagoas,-9.23045,-37.3524
marechal deodoro,al,alagoas,-9.709710000000001,-35.8967
maribondo,al,alagoas,-9.58353,-36.3045
mata grande,al,alagoas,-9.11824,-37.7323
matriz de camaragibe,al,alagoas,-9.15437,-35.5243
messias,al,alagoas,-9.393839999999999,-35.8392
minador do negrao,al,alagoas,-9.31236,-36.8696
monteiropolis,al,alagoas,-9.60357,-37.2505
murici,al,alagoas,-9.30682,-35.9428
novo lino,al,alagoas,-8.94191,-35.664
olho dagua das flores,al,alagoas,-9.53686,-37.2971
olho dagua do casado,al,alagoas,-9.50357,-37.8301
olho dagua grande,al,alagoas,-10.0572,-36.8101
olivenca,al,alagoas,-9.51954,-37.1954
ouro branco,al,alagoas,-9.15884,-37.3556
palestina,al,alagoas,-9.67493,-37.339
palmeira dos indios,al,alagoas,-9.40568,-36.6328
pao de acucar,al,alagoas,-9.74032,-37.4403
pariconha,al,alagoas,-9.25634,-37.9988
paripueira,al,alagoas,-9.46313,-35.552
passo de camaragibe,al,alagoas,-9.24511,-35.4745
paulo jacinto,al,alagoas,-9.36792,-36.3672
penedo,al,alagoas,-10.2874,-36.5819
piacabucu,al,alagoas,-10.405999999999999,-36.434
pilar,al,alagoas,-9.60135,-35.9543
pindoba,al,alagoas,-9.47382,-36.2918
piranhas,al,alagoas,-9.624,-37.757
poco das trincheiras,al,alagoas,-9.30742,-37.2889
porto calvo,al,alagoas,-9.05195,-35.3987
porto de pedras,al,alagoas,-9.160060000000001,-35.3049
porto real do colegio,al,alagoas,-10.1849,-36.8376
quebrangulo,al,alagoas,-9.32001,-36.4692
rio largo,al,alagoas,-9.47783,-35.8394
roteiro,al,alagoas,-9.83503,-35.9782
santa luzia do norte,al,alagoas,-9.6037,-35.8232
santana do ipanema,al,alagoas,-9.36999,-37.248000000000005
santana do mundau,al,alagoas,-9.17141,-36.2176
sao bras,al,alagoas,-10.1141,-36.8522
sao jose da laje,al,alagoas,-9.012780000000001,-36.0515
sao jose da tapera,al,alagoas,-9.55768,-37.3831
sao luis do quitunde,al,alagoas,-9.31816,-35.5606
sao miguel dos campos,al,alagoas,-9.78301,-36.0971
sao miguel dos milagres,al,alagoas,-9.26493,-35.3763
sao sebastiao,al,alagoas,-9.93043,-36.559
satuba,al,alagoas,-9.56911,-35.8227
senador rui palmeira,al,alagoas,-9.46986,-37.4576
tanque darca,al,alagoas,-9.53379,-36.4366
taquarana,al,alagoas,-9.64529,-36.4928
teotonio vilela,al,alagoas,-9.91656,-36.3492
traipu,al,alagoas,-9.96262,-37.0071
uniao dos palmares,al,alagoas,-9.15921,-36.0223
vicosa,al,alagoas,-9.36763,-36.2431
alvaraes,am,amazonas,-3.22727,-64.8007
amatura,am,amazonas,-3.37455,-68.2005
anama,am,amazonas,-3.5669699999999995,-61.3963
anori,am,amazonas,-3.74603,-61.6575
apui,am,amazonas,-7.194089999999999,-59.896
atalaia do norte,am,amazonas,-4.37055,-70.1967
autazes,am,amazonas,-3.58574,-59.1256
barcelos,am,amazonas,-0.9833729999999999,-62.9311
barreirinha,am,amazonas,-2.79886,-57.0679
benjamin constant,am,amazonas,-4.377680000000001,-70.0342
beruri,am,amazonas,-3.89874,-61.3616
boa vista do ramos,am,amazonas,-2.9740900000000003,-57.5873
boca do acre,am,amazonas,-8.74232,-67.3919
borba,am,amazonas,-4.39154,-59.5874
caapiranga,am,amazonas,-3.3153699999999997,-61.2206
canutama,am,amazonas,-6.5258199999999995,-64.3953
carauari,am,amazonas,-4.88161,-66.9086
careiro,am,amazonas,-3.7680300000000004,-60.369
careiro da varzea,am,amazonas,-3.3139999999999996,-59.5557
coari,am,amazonas,-4.094119999999999,-63.1441
codajas,am,amazonas,-3.8305300000000004,-62.0658
eirunepe,am,amazonas,-6.65677,-69.8662
envira,am,amazonas,-7.4378899999999994,-70.0281
fonte boa,am,amazonas,-2.52342,-66.0942
guajara,am,amazonas,-7.53797,-72.5907
humaita,am,amazonas,-7.511710000000001,-63.0327
ipixuna,am,amazonas,-7.047910000000001,-71.6934
iranduba,am,amazonas,-3.2747900000000003,-60.19
itacoatiara,am,amazonas,-3.13861,-58.4449
itamarati,am,amazonas,-6.43852,-68.2437
itapiranga,am,amazonas,-2.7408099999999997,-58.0293
japura,am,amazonas,-1.88237,-66.9291
jurua,am,amazonas,-3.4843800000000003,-66.0718
jutai,am,amazonas,-2.75814,-66.7595
labrea,am,amazonas,-7.264130000000001,-64.7948
manacapuru,am,amazonas,-3.29066,-60.6216
manaquiri,am,amazonas,-3.44078,-60.4612
manaus,am,amazonas,-3.1186599999999998,-60.0212
manicore,am,amazonas,-5.80462,-61.2895
maraa,am,amazonas,-1.85313,-65.57300000000001
maues,am,amazonas,-3.39289,-57.7067
nhamunda,am,amazonas,-2.2079299999999997,-56.7112
nova olinda do norte,am,amazonas,-3.9003699999999997,-59.093999999999994
novo airao,am,amazonas,-2.63637,-60.9434
novo aripuana,am,amazonas,-5.12593,-60.3732
parintins,am,amazonas,-2.63741,-56.729
pauini,am,amazonas,-7.71311,-66.992
presidente figueiredo,am,amazonas,-2.02981,-60.0234
rio preto da eva,am,amazonas,-2.7045,-59.6858
santa isabel do rio negro,am,amazonas,-0.41082399999999997,-65.0092
santo antonio do ica,am,amazonas,-3.09544,-67.9463
sao gabriel da cachoeira,am,amazonas,-0.11909000000000002,-67.084
sao paulo de olivenca,am,amazonas,-3.47292,-68.9646
sao sebastiao do uatuma,am,amazonas,-2.55915,-57.8731
silves,am,amazonas,-2.8174799999999998,-58.248000000000005
tabatinga,am,amazonas,-4.2416,-69.9383
tapaua,am,amazonas,-5.62085,-63.1808
tefe,am,amazonas,-3.3682199999999995,-64.7193
tonantins,am,amazonas,-2.8658200000000003,-67.7919
uarini,am,amazonas,-2.99609,-65.1133
urucara,am,amazonas,-2.52936,-57.7538
urucurituba,am,amazonas,-3.1284099999999997,-58.1496
amapa,ap,amapa,2.05267,-50.7957
calcoene,ap,amapa,2.50475,-50.9512
cutias,ap,amapa,0.9707610000000001,-50.8005
ferreira gomes,ap,amapa,0.8572559999999999,-51.1795
itaubal,ap,amapa,0.6021850000000001,-50.6996
laranjal do jari,ap,amapa,-0.8049109999999999,-52.453
macapa,ap,amapa,0.034934,-51.0694
mazagao,ap,amapa,-0.11335999999999999,-51.2891
oiapoque,ap,amapa,3.8407400000000003,-51.8331
pedra branca do amapari,ap,amapa,0.777424,-51.9503
porto grande,ap,amapa,0.71243,-51.4155
pracuuba,ap,amapa,1.74543,-50.7892
santana,ap,amapa,-0.045433999999999995,-51.1729
serra do navio,ap,amapa,0.901357,-52.0036
tartarugalzinho,ap,amapa,1.50652,-50.9087
vitoria do jari,ap,amapa,-0.938,-52.424
abaira,ba,bahia,-13.2488,-41.6619
abare,ba,bahia,-8.72073,-39.1162
acajutiba,ba,bahia,-11.6575,-38.0197
adustina,ba,bahia,-10.5437,-38.1113
agua fria,ba,bahia,-11.8618,-38.7639
aiquara,ba,bahia,-14.1269,-39.8937
alagoinhas,ba,bahia,-12.1335,-38.4208
alcobaca,ba,bahia,-17.5195,-39.2036
almadina,ba,bahia,-14.7089,-39.6415
amargosa,ba,bahia,-13.0215,-39.602
amelia rodrigues,ba,bahia,-12.3914,-38.7563
america dourada,ba,bahia,-11.4429,-41.43899999999999
anage,ba,bahia,-14.6151,-41.1356
andarai,ba,bahia,-12.8049,-41.3297
andorinha,ba,bahia,-10.3482,-39.8391
angical,ba,bahia,-12.0063,-44.7003
anguera,ba,bahia,-12.1462,-39.2462
antas,ba,bahia,-10.3856,-38.3401
antonio cardoso,ba,bahia,-12.4335,-39.1176
antonio goncalves,ba,bahia,-10.5767,-40.2785
apora,ba,bahia,-11.6577,-38.0814
apuarema,ba,bahia,-13.8542,-39.7501
aracas,ba,bahia,-12.22,-38.2027
aracatu,ba,bahia,-14.427999999999999,-41.4648
araci,ba,bahia,-11.3253,-38.9584
aramari,ba,bahia,-12.0884,-38.4969
arataca,ba,bahia,-15.2651,-39.419000000000004
aratuipe,ba,bahia,-13.0716,-39.0038
aurelino leal,ba,bahia,-14.321,-39.329
baianopolis,ba,bahia,-12.3016,-44.5388
baixa grande,ba,bahia,-11.9519,-40.169000000000004
banzae,ba,bahia,-10.5788,-38.6212
barra,ba,bahia,-11.0859,-43.1459
barra da estiva,ba,bahia,-13.6237,-41.3347
barra do choca,ba,bahia,-14.8654,-40.5791
barra do mendes,ba,bahia,-11.81,-42.059
barra do rocha,ba,bahia,-14.2,-39.5991
barreiras,ba,bahia,-12.1439,-44.9968
barro alto,ba,bahia,-11.7605,-41.9054
barro preto,ba,bahia,-14.7948,-39.476
barrocas,ba,bahia,-11.5272,-39.0776
belmonte,ba,bahia,-15.8608,-38.8758
belo campo,ba,bahia,-15.0334,-41.2652
biritinga,ba,bahia,-11.6072,-38.8051
boa nova,ba,bahia,-14.3598,-40.2064
boa vista do tupim,ba,bahia,-12.6498,-40.6064
bom jesus da lapa,ba,bahia,-13.2506,-43.4108
bom jesus da serra,ba,bahia,-14.3663,-40.5126
boninal,ba,bahia,-12.7069,-41.8286
bonito,ba,bahia,-11.9668,-41.2647
boquira,ba,bahia,-12.8205,-42.7324
botupora,ba,bahia,-13.3772,-42.5163
brejoes,ba,bahia,-13.1039,-39.7988
brejolandia,ba,bahia,-12.4815,-43.9679
brotas de macaubas,ba,bahia,-11.9915,-42.6326
brumado,ba,bahia,-14.2021,-41.6696
buerarema,ba,bahia,-14.9595,-39.3028
buritirama,ba,bahia,-10.7171,-43.6302
caatiba,ba,bahia,-14.9699,-40.4092
cabaceiras do paraguacu,ba,bahia,-12.5317,-39.1902
cachoeira,ba,bahia,-12.5994,-38.9587
cacule,ba,bahia,-14.5003,-42.2229
caem,ba,bahia,-11.0677,-40.431999999999995
caetanos,ba,bahia,-14.3347,-40.9175
caetite,ba,bahia,-14.0684,-42.4861
cafarnaum,ba,bahia,-11.6914,-41.4688
cairu,ba,bahia,-13.4904,-39.0465
caldeirao grande,ba,bahia,-11.0208,-40.2956
camacan,ba,bahia,-15.4142,-39.4919
camacari,ba,bahia,-12.6996,-38.3263
camamu,ba,bahia,-13.9398,-39.1071
campo alegre de lourdes,ba,bahia,-9.522210000000001,-43.0126
campo formoso,ba,bahia,-10.5105,-40.32
canapolis,ba,bahia,-13.0725,-44.201
canarana,ba,bahia,-11.6858,-41.7677
canavieiras,ba,bahia,-15.6722,-38.9536
candeal,ba,bahia,-11.8049,-39.1203
candeias,ba,bahia,-12.6716,-38.5472
candiba,ba,bahia,-14.4097,-42.8667
candido sales,ba,bahia,-15.4993,-41.2414
cansancao,ba,bahia,-10.6647,-39.4944
canudos,ba,bahia,-9.900139999999999,-39.1471
capela do alto alegre,ba,bahia,-11.6658,-39.8349
capim grosso,ba,bahia,-11.3797,-40.0089
caraibas,ba,bahia,-14.7177,-41.2603
caravelas,ba,bahia,-17.7268,-39.2597
cardeal da silva,ba,bahia,-11.9472,-37.9469
carinhanha,ba,bahia,-14.2985,-43.7724
casa nova,ba,bahia,-9.16408,-40.974
castro alves,ba,bahia,-12.7579,-39.4248
catolandia,ba,bahia,-12.31,-44.8648
catu,ba,bahia,-12.3513,-38.3791
caturama,ba,bahia,-13.3239,-42.2904
central,ba,bahia,-11.1376,-42.1116
chorrocho,ba,bahia,-8.9695,-39.0979
cicero dantas,ba,bahia,-10.5897,-38.3794
cipo,ba,bahia,-11.1032,-38.5179
coaraci,ba,bahia,-14.637,-39.5556
cocos,ba,bahia,-14.1814,-44.5352
conceicao da feira,ba,bahia,-12.5078,-38.9978
conceicao do almeida,ba,bahia,-12.7836,-39.1715
conceicao do coite,ba,bahia,-11.56,-39.2808
conceicao do jacuipe,ba,bahia,-12.3268,-38.7684
conde,ba,bahia,-11.8179,-37.6131
condeuba,ba,bahia,-14.9022,-41.9718
contendas do sincora,ba,bahia,-13.7537,-41.048
coracao de maria,ba,bahia,-12.2333,-38.7487
cordeiros,ba,bahia,-15.0356,-41.9308
coribe,ba,bahia,-13.8232,-44.4586
coronel joao sa,ba,bahia,-10.2847,-37.9198
correntina,ba,bahia,-13.3477,-44.6333
cotegipe,ba,bahia,-12.0228,-44.2566
cravolandia,ba,bahia,-13.3531,-39.8031
crisopolis,ba,bahia,-11.5059,-38.1515
cristopolis,ba,bahia,-12.2249,-44.4214
cruz das almas,ba,bahia,-12.6675,-39.1008
curaca,ba,bahia,-8.984580000000001,-39.8997
dario meira,ba,bahia,-14.4229,-39.9031
dias davila,ba,bahia,-12.6187,-38.2926
dom basilio,ba,bahia,-13.7565,-41.7677
dom macedo costa,ba,bahia,-12.9016,-39.1923
elisio medrado,ba,bahia,-12.9417,-39.5191
encruzilhada,ba,bahia,-15.5302,-40.9124
entre rios,ba,bahia,-11.9392,-38.0871
erico cardoso,ba,bahia,-13.4215,-42.1352
esplanada,ba,bahia,-11.7942,-37.9432
euclides da cunha,ba,bahia,-10.5078,-39.0153
eunapolis,ba,bahia,-16.3715,-39.5821
fatima,ba,bahia,-10.616,-38.2239
feira da mata,ba,bahia,-14.2044,-44.2744
feira de santana,ba,bahia,-12.2664,-38.9663
filadelfia,ba,bahia,-10.7405,-40.1437
firmino alves,ba,bahia,-14.9823,-39.9269
floresta azul,ba,bahia,-14.8629,-39.6579
formosa do rio preto,ba,bahia,-11.0328,-45.193000000000005
gandu,ba,bahia,-13.7441,-39.4747
gaviao,ba,bahia,-11.4688,-39.7757
gentio do ouro,ba,bahia,-11.4342,-42.5077
gloria,ba,bahia,-9.34382,-38.2544
gongogi,ba,bahia,-14.3195,-39.469
governador mangabeira,ba,bahia,-12.5994,-39.0412
guajeru,ba,bahia,-14.5467,-41.9381
guanambi,ba,bahia,-14.2231,-42.7799
guaratinga,ba,bahia,-16.5833,-39.7847
heliopolis,ba,bahia,-10.6825,-38.2907
iacu,ba,bahia,-12.7666,-40.2056
ibiassuce,ba,bahia,-14.2711,-42.257
ibicarai,ba,bahia,-14.8579,-39.5914
ibicoara,ba,bahia,-13.4059,-41.284
ibicui,ba,bahia,-14.845,-39.9879
ibipeba,ba,bahia,-11.6438,-42.0195
ibipitanga,ba,bahia,-12.8804,-42.4856
ibiquera,ba,bahia,-12.6444,-40.9338
ibirapitanga,ba,bahia,-14.1649,-39.3787
ibirapua,ba,bahia,-17.6832,-40.1129
ibirataia,ba,bahia,-14.0643,-39.6459
ibitiara,ba,bahia,-12.6502,-42.2179
ibitita,ba,bahia,-11.5414,-41.9748
ibotirama,ba,bahia,-12.1779,-43.2167
ichu,ba,bahia,-11.7431,-39.1905
igapora,ba,bahia,-13.774000000000001,-42.7155
igrapiuna,ba,bahia,-13.8295,-39.1361
iguai,ba,bahia,-14.7528,-40.0894
ilheus,ba,bahia,-14.793,-39.046
inhambupe,ba,bahia,-11.780999999999999,-38.355
ipecaeta,ba,bahia,-12.3028,-39.3069
ipiau,ba,bahia,-14.1226,-39.7353
ipira,ba,bahia,-12.1561,-39.7359
ipupiara,ba,bahia,-11.8219,-42.6179
irajuba,ba,bahia,-13.2563,-40.0848
iramaia,ba,bahia,-13.2902,-40.9595
iraquara,ba,bahia,-12.2429,-41.6155
irara,ba,bahia,-12.0504,-38.7631
irece,ba,bahia,-11.3033,-41.8535
itabela,ba,bahia,-16.5732,-39.5593
itaberaba,ba,bahia,-12.5242,-40.3059
itabuna,ba,bahia,-14.7876,-39.2781
itacare,ba,bahia,-14.2784,-38.9959
itaete,ba,bahia,-12.9831,-40.9677
itagi,ba,bahia,-14.1615,-40.0131
itagiba,ba,bahia,-14.2782,-39.8449
itagimirim,ba,bahia,-16.0819,-39.6133
itaguacu da bahia,ba,bahia,-11.0147,-42.3997
itaju do colonia,ba,bahia,-15.1366,-39.7283
itajuipe,ba,bahia,-14.6788,-39.3698
itamaraju,ba,bahia,-17.0378,-39.5386
itamari,ba,bahia,-13.7782,-39.683
itambe,ba,bahia,-15.2429,-40.63
itanagra,ba,bahia,-12.2614,-38.0436
itanhem,ba,bahia,-17.1642,-40.3321
itaparica,ba,bahia,-12.8932,-38.68
itape,ba,bahia,-14.8876,-39.4239
itapebi,ba,bahia,-15.9551,-39.5329
itapetinga,ba,bahia,-15.2475,-40.2482
itapicuru,ba,bahia,-11.3088,-38.2262
itapitanga,ba,bahia,-14.4139,-39.5657
itaquara,ba,bahia,-13.4459,-39.9378
itarantim,ba,bahia,-15.6528,-40.065
itatim,ba,bahia,-12.7099,-39.6952
itirucu,ba,bahia,-13.529000000000002,-40.1472
itiuba,ba,bahia,-10.6948,-39.8446
itororo,ba,bahia,-15.11,-40.0684
ituacu,ba,bahia,-13.8107,-41.3003
itubera,ba,bahia,-13.7249,-39.1481
iuiu,ba,bahia,-14.4054,-43.5595
jaborandi,ba,bahia,-13.6071,-44.4255
jacaraci,ba,bahia,-14.8541,-42.4329
jacobina,ba,bahia,-11.1812,-40.5117
jaguaquara,ba,bahia,-13.5248,-39.964
jaguarari,ba,bahia,-10.2569,-40.1999
jaguaripe,ba,bahia,-13.1109,-38.8939
jandaira,ba,bahia,-11.5616,-37.7853
jequie,ba,bahia,-13.8509,-40.0877
jeremoabo,ba,bahia,-10.0685,-38.3471
jiquirica,ba,bahia,-13.2621,-39.5737
jitauna,ba,bahia,-14.0131,-39.8969
joao dourado,ba,bahia,-11.3486,-41.6548
juazeiro,ba,bahia,-9.41622,-40.5033
jucurucu,ba,bahia,-16.8488,-40.1641
jussara,ba,bahia,-11.0431,-41.9702
jussari,ba,bahia,-15.192,-39.491
jussiape,ba,bahia,-13.5155,-41.5882
lafaiete coutinho,ba,bahia,-13.6541,-40.2119
lagoa real,ba,bahia,-14.0334,-42.1328
laje,ba,bahia,-13.1673,-39.4213
lajedao,ba,bahia,-17.6056,-40.3383
lajedinho,ba,bahia,-12.3529,-40.9048
lajedo do tabocal,ba,bahia,-13.4663,-40.2204
lamarao,ba,bahia,-11.773,-38.887
lapao,ba,bahia,-11.3851,-41.8286
lauro de freitas,ba,bahia,-12.8978,-38.321
lencois,ba,bahia,-12.5616,-41.3928
licinio de almeida,ba,bahia,-14.6842,-42.5095
livramento de nossa senhora,ba,bahia,-13.6369,-41.8432
luis eduardo magalhaes,ba,bahia,-12.0956,-45.7866
macajuba,ba,bahia,-12.1326,-40.3571
macarani,ba,bahia,-15.5646,-40.4209
macaubas,ba,bahia,-13.0186,-42.6945
macurure,ba,bahia,-9.16226,-39.0518
madre de deus,ba,bahia,-12.7446,-38.6153
maetinga,ba,bahia,-14.6623,-41.4915
maiquinique,ba,bahia,-15.624,-40.2587
mairi,ba,bahia,-11.7107,-40.1437
malhada,ba,bahia,-14.3371,-43.7686
malhada de pedras,ba,bahia,-14.3847,-41.8842
manoel vitorino,ba,bahia,-14.1476,-40.2399
mansidao,ba,bahia,-10.7227,-44.0428
maracas,ba,bahia,-13.4355,-40.4323
maragogipe,ba,bahia,-12.776,-38.9175
marau,ba,bahia,-14.1035,-39.0137
marcionilio souza,ba,bahia,-13.0064,-40.5295
mascote,ba,bahia,-15.5542,-39.3016
mata de sao joao,ba,bahia,-12.5307,-38.3009
matina,ba,bahia,-13.9109,-42.8439
medeiros neto,ba,bahia,-17.3707,-40.2238
miguel calmon,ba,bahia,-11.4299,-40.6031
milagres,ba,bahia,-12.8646,-39.8611
mirangaba,ba,bahia,-10.960999999999999,-40.574
mirante,ba,bahia,-14.2385,-40.7718
monte santo,ba,bahia,-10.4374,-39.3321
morpara,ba,bahia,-11.5569,-43.2766
morro do chapeu,ba,bahia,-11.5488,-41.1565
mortugaba,ba,bahia,-15.0225,-42.3727
mucuge,ba,bahia,-13.0053,-41.3703
mucuri,ba,bahia,-18.0754,-39.5565
mulungu do morro,ba,bahia,-11.9648,-41.6374
mundo novo,ba,bahia,-11.8541,-40.4714
muniz ferreira,ba,bahia,-13.0092,-39.1092
muquem de sao francisco,ba,bahia,-12.065,-43.5497
muritiba,ba,bahia,-12.6329,-38.9921
mutuipe,ba,bahia,-13.2284,-39.5044
nazare,ba,bahia,-13.0235,-39.0108
nilo pecanha,ba,bahia,-13.604000000000001,-39.1091
nordestina,ba,bahia,-10.8192,-39.4297
nova canaa,ba,bahia,-14.7912,-40.1458
nova fatima,ba,bahia,-11.6031,-39.6302
nova ibia,ba,bahia,-13.812000000000001,-39.6182
nova itarana,ba,bahia,-13.0241,-40.0653
nova redencao,ba,bahia,-12.815,-41.0748
nova soure,ba,bahia,-11.2329,-38.4871
nova vicosa,ba,bahia,-17.8926,-39.3743
novo horizonte,ba,bahia,-12.8083,-42.1682
novo triunfo,ba,bahia,-10.3182,-38.4014
olindina,ba,bahia,-11.3497,-38.3379
oliveira dos brejinhos,ba,bahia,-12.3132,-42.8969
ouricangas,ba,bahia,-12.0175,-38.6166
ourolandia,ba,bahia,-10.9578,-41.0756
palmas de monte alto,ba,bahia,-14.2676,-43.1609
palmeiras,ba,bahia,-12.5059,-41.5809
paramirim,ba,bahia,-13.4388,-42.2395
paratinga,ba,bahia,-12.687000000000001,-43.1798
paripiranga,ba,bahia,-10.6859,-37.8626
pau brasil,ba,bahia,-15.4572,-39.6458
paulo afonso,ba,bahia,-9.3983,-38.2216
pe de serra,ba,bahia,-11.8313,-39.611
pedrao,ba,bahia,-12.1491,-38.6487
pedro alexandre,ba,bahia,-10.012,-37.8932
piata,ba,bahia,-13.1465,-41.7702
pilao arcado,ba,bahia,-10.0051,-42.4936
pindai,ba,bahia,-14.4921,-42.68600000000001
pindobacu,ba,bahia,-10.7433,-40.3675
pintadas,ba,bahia,-11.8117,-39.9009
pirai do norte,ba,bahia,-13.759,-39.3836
piripa,ba,bahia,-14.9444,-41.7168
piritiba,ba,bahia,-11.73,-40.5587
planaltino,ba,bahia,-13.2618,-40.3695
planalto,ba,bahia,-14.6654,-40.4718
pocoes,ba,bahia,-14.5234,-40.3634
pojuca,ba,bahia,-12.4303,-38.3374
ponto novo,ba,bahia,-10.8653,-40.1311
porto seguro,ba,bahia,-16.4435,-39.0643
potiragua,ba,bahia,-15.5943,-39.8638
prado,ba,bahia,-17.3364,-39.2227
presidente dutra,ba,bahia,-11.2923,-41.9843
presidente janio quadros,ba,bahia,-14.6885,-41.6798
presidente tancredo neves,ba,bahia,-13.4471,-39.4203
queimadas,ba,bahia,-10.9736,-39.6293
quijingue,ba,bahia,-10.7505,-39.2137
quixabeira,ba,bahia,-11.4031,-40.12
rafael jambeiro,ba,bahia,-12.4053,-39.5007
remanso,ba,bahia,-9.619439999999999,-42.0848
retirolandia,ba,bahia,-11.4832,-39.4234
riachao das neves,ba,bahia,-11.7508,-44.9143
riachao do jacuipe,ba,bahia,-11.8067,-39.3818
riacho de santana,ba,bahia,-13.6059,-42.9397
ribeira do amparo,ba,bahia,-11.0421,-38.4242
ribeira do pombal,ba,bahia,-10.8373,-38.5382
ribeirao do largo,ba,bahia,-15.4508,-40.7441
rio de contas,ba,bahia,-13.5852,-41.8048
rio do antonio,ba,bahia,-14.4071,-42.0721
rio do pires,ba,bahia,-13.1185,-42.2902
rio real,ba,bahia,-11.4814,-37.9332
rodelas,ba,bahia,-8.85021,-38.78
ruy barbosa,ba,bahia,-12.2816,-40.4931
salinas da margarida,ba,bahia,-12.873,-38.7562
salvador,ba,bahia,-12.9718,-38.5011
santa barbara,ba,bahia,-11.9515,-38.9681
santa brigida,ba,bahia,-9.73227,-38.1209
santa cruz cabralia,ba,bahia,-16.2825,-39.0295
santa cruz da vitoria,ba,bahia,-14.964,-39.8115
santa ines,ba,bahia,-13.2793,-39.814
santa luzia,ba,bahia,-15.4342,-39.3287
santa maria da vitoria,ba,bahia,-13.3859,-44.2011
santa rita de cassia,ba,bahia,-11.0063,-44.5255
santa teresinha,ba,bahia,-12.7697,-39.5215
santaluz,ba,bahia,-11.2508,-39.375
santana,ba,bahia,-12.9792,-44.0506
santanopolis,ba,bahia,-12.0311,-38.8694
santo amaro,ba,bahia,-12.5472,-38.7137
santo antonio de jesus,ba,bahia,-12.9614,-39.2584
santo estevao,ba,bahia,-12.427999999999999,-39.2505
sao desiderio,ba,bahia,-12.3572,-44.9769
sao domingos,ba,bahia,-11.4649,-39.5268
