___state___,___city_name___,latitude,longitude,___state_name___
AC,Acrelândia,-9.82581,-66.8972,Acre
AC,Assis Brasil,-10.9298,-69.5738,Acre
AC,Brasiléia,-10.995,-68.7497,Acre
AC,Bujari,-9.81528,-67.955,Acre
AC,Capixaba,-10.566,-67.686,Acre
AC,Cruzeiro do Sul,-7.62762,-72.6756,Acre
AC,Epitaciolândia,-11.0188,-68.7341,Acre
AC,Feijó,-8.17054,-70.351,Acre
AC,Jordão,-9.43091,-71.8974,Acre
AC,Mâncio Lima,-7.61657,-72.8997,Acre
AC,Manoel Urbano,-8.83291,-69.2679,Acre
AC,Marechal Thaumaturgo,-8.93898,-72.7997,Acre
AC,Plácido de Castro,-10.2806,-67.1371,Acre
AC,Porto Acre,-9.58138,-67.5478,Acre
AC,Porto Walter,-8.26323,-72.7537,Acre
AC,Rio Branco,-9.97499,-67.8243,Acre
AC,Rodrigues Alves,-7.73864,-72.661,Acre
AC,Santa Rosa do Purus,-9.44652,-70.4902,Acre
AC,Sena Madureira,-9.06596,-68.6571,Acre
AC,Senador Guiomard,-10.1497,-67.7362,Acre
AC,Tarauacá,-8.15697,-70.7722,Acre
AC,Xapuri,-10.6516,-68.4969,Acre
AL,Água Branca,-9.262,-37.938,Alagoas
AL,Anadia,-9.68489,-36.3078,Alagoas
AL,Arapiraca,-9.75487,-36.6615,Alagoas
AL,Atalaia,-9.5119,-36.0086,Alagoas
AL,Barra de Santo Antônio,-9.4023,-35.5101,Alagoas
AL,Barra de São Miguel,-9.83842,-35.9057,Alagoas
AL,Batalha,-9.6742,-37.133,Alagoas
AL,Belém,-9.57047,-36.4904,Alagoas
AL,Belo Monte,-9.82272,-37.277,Alagoas
AL,Boca da Mata,-9.64308,-36.2125,Alagoas
AL,Branquinha,-9.23342,-36.0162,Alagoas
AL,Cacimbinhas,-9.40121,-36.9911,Alagoas
AL,Cajueiro,-9.3994,-36.1559,Alagoas
AL,Campestre,-8.84723,-35.5685,Alagoas
AL,Campo Alegre,-9.78451,-36.3525,Alagoas
AL,Campo Grande,-9.95542,-36.7926,Alagoas
AL,Canapi,-9.11932,-37.5967,Alagoas
AL,Capela,-9.41504,-36.0826,Alagoas
AL,Carneiros,-9.48476,-37.3773,Alagoas
AL,Chã Preta,-9.2556,-36.2983,Alagoas
AL,Coité do Nóia,-9.63348,-36.5845,Alagoas
AL,Colônia Leopoldina,-8.91806,-35.7214,Alagoas
AL,Coqueiro Seco,-9.63715,-35.7994,Alagoas
AL,Coruripe,-10.1276,-36.1717,Alagoas
AL,Craíbas,-9.6178,-36.7697,Alagoas
AL,Delmiro Gouveia,-9.38534,-37.9987,Alagoas
AL,Dois Riachos,-9.38465,-37.0965,Alagoas
AL,Estrela de Alagoas,-9.39089,-36.7644,Alagoas
AL,Feira Grande,-9.89859,-36.6815,Alagoas
AL,Feliz Deserto,-10.2935,-36.3028,Alagoas
AL,Flexeiras,-9.27281,-35.7139,Alagoas
AL,Girau do Ponciano,-9.88404,-36.8316,Alagoas
AL,Ibateguara,-8.97823,-35.9373,Alagoas
AL,Igaci,-9.53768,-36.6372,Alagoas
AL,Igreja Nova,-10.1235,-36.6597,Alagoas
AL,Inhapi,-9.22594,-37.7509,Alagoas
AL,Jacaré dos Homens,-9.63545,-37.2076,Alagoas
AL,Jacuípe,-8.83951,-35.4591,Alagoas
AL,Japaratinga,-9.08746,-35.2634,Alagoas
AL,Jaramataia,-9.66224,-37.0046,Alagoas
AL,Jequiá da Praia,-10.0133,-36.0142,Alagoas
AL,Joaquim Gomes,-9.1328,-35.7474,Alagoas
AL,Jundiá,-8.93297,-35.5669,Alagoas
AL,Junqueiro,-9.90696,-36.4803,Alagoas
AL,Lagoa da Canoa,-9.83291,-36.7413,Alagoas
AL,Limoeiro de Anadia,-9.74098,-36.5121,Alagoas
AL,Maceió,-9.66599,-35.735,Alagoas
AL,Major Isidoro,-9.53009,-36.992,Alagoas
AL,Mar Vermelho,-9.44739,-36.3881,Alagoas
AL,Maragogi,-9.00744,-35.2267,Alagoas
AL,Maravilha,-9.23045,-37.3524,Alagoas
AL,Marechal Deodoro,-9.70971,-35.8967,Alagoas
AL,Maribondo,-9.58353,-36.3045,Alagoas
AL,Mata Grande,-9.11824,-37.7323,Alagoas
AL,Matriz de Camaragibe,-9.15437,-35.5243,Alagoas
AL,Messias,-9.39384,-35.8392,Alagoas
AL,Minador do Negrão,-9.31236,-36.8696,Alagoas
AL,Monteirópolis,-9.60357,-37.2505,Alagoas
AL,Murici,-9.30682,-35.9428,Alagoas
AL,Novo Lino,-8.94191,-35.664,Alagoas
AL,Olho d'Água das Flores,-9.53686,-37.2971,Alagoas
AL,Olho d'Água do Casado,-9.50357,-37.8301,Alagoas
AL,Olho d'Água Grande,-10.0572,-36.8101,Alagoas
AL,Olivença,-9.51954,-37.1954,Alagoas
AL,Ouro Branco,-9.15884,-37.3556,Alagoas
AL,Palestina,-9.67493,-37.339,Alagoas
AL,Palmeira dos Índios,-9.40568,-36.6328,Alagoas
AL,Pão de Açúcar,-9.74032,-37.4403,Alagoas
AL,Pariconha,-9.25634,-37.9988,Alagoas
AL,Paripueira,-9.46313,-35.552,Alagoas
AL,Passo de Camaragibe,-9.24511,-35.4745,Alagoas
AL,Paulo Jacinto,-9.36792,-36.3672,Alagoas
AL,Penedo,-10.2874,-36.5819,Alagoas
AL,Piaçabuçu,-10.406,-36.434,Alagoas
AL,Pilar,-9.60135,-35.9543,Alagoas
AL,Pindoba,-9.47382,-36.2918,Alagoas
AL,Piranhas,-9.624,-37.757,Alagoas
AL,Poço das Trincheiras,-9.30742,-37.2889,Alagoas
AL,Porto Calvo,-9.05195,-35.3987,Alagoas
AL,Porto de Pedras,-9.16006,-35.3049,Alagoas
AL,Porto Real do Colégio,-10.1849,-36.8376,Alagoas
AL,Quebrangulo,-9.32001,-36.4692,Alagoas
AL,Rio Largo,-9.47783,-35.8394,Alagoas
AL,Roteiro,-9.83503,-35.9782,Alagoas
AL,Santa Luzia do Norte,-9.6037,-35.8232,Alagoas
AL,Santana do Ipanema,-9.36999,-37.248,Alagoas
AL,Santana do Mundaú,-9.17141,-36.2176,Alagoas
AL,São Brás,-10.1141,-36.8522,Alagoas
AL,São José da Laje,-9.01278,-36.0515,Alagoas
AL,São José da Tapera,-9.55768,-37.3831,Alagoas
AL,São Luís do Quitunde,-9.31816,-35.5606,Alagoas
AL,São Miguel dos Campos,-9.78301,-36.0971,Alagoas
AL,São Miguel dos Milagres,-9.26493,-35.3763,Alagoas
AL,São Sebastião,-9.93043,-36.559,Alagoas
AL,Satuba,-9.56911,-35.8227,Alagoas
AL,Senador Rui Palmeira,-9.46986,-37.4576,Alagoas
AL,Tanque d'Arca,-9.53379,-36.4366,Alagoas
AL,Taquarana,-9.64529,-36.4928,Alagoas
AL,Teotônio Vilela,-9.91656,-36.3492,Alagoas
AL,Traipu,-9.96262,-37.0071,Alagoas
AL,União dos Palmares,-9.15921,-36.0223,Alagoas
AL,Viçosa,-9.36763,-36.2431,Alagoas
AM,Alvarães,-3.22727,-64.8007,Amazonas
AM,Amaturá,-3.37455,-68.2005,Amazonas
AM,Anamã,-3.56697,-61.3963,Amazonas
AM,Anori,-3.74603,-61.6575,Amazonas
AM,Apuí,-7.19409,-59.896,Amazonas
AM,Atalaia do Norte,-4.37055,-70.1967,Amazonas
AM,Autazes,-3.58574,-59.1256,Amazonas
AM,Barcelos,-0.983373,-62.9311,Amazonas
AM,Barreirinha,-2.79886,-57.0679,Amazonas
AM,Benjamin Constant,-4.37768,-70.0342,Amazonas
AM,Beruri,-3.89874,-61.3616,Amazonas
AM,Boa Vista do Ramos,-2.97409,-57.5873,Amazonas
AM,Boca do Acre,-8.74232,-67.3919,Amazonas
AM,Borba,-4.39154,-59.5874,Amazonas
AM,Caapiranga,-3.31537,-61.2206,Amazonas
AM,Canutama,-6.52582,-64.3953,Amazonas
AM,Carauari,-4.88161,-66.9086,Amazonas
AM,Careiro,-3.76803,-60.369,Amazonas
AM,Careiro da Várzea,-3.314,-59.5557,Amazonas
AM,Coari,-4.09412,-63.1441,Amazonas
AM,Codajás,-3.83053,-62.0658,Amazonas
AM,Eirunepé,-6.65677,-69.8662,Amazonas
AM,Envira,-7.43789,-70.0281,Amazonas
AM,Fonte Boa,-2.52342,-66.0942,Amazonas
AM,Guajará,-7.53797,-72.5907,Amazonas
AM,Humaitá,-7.51171,-63.0327,Amazonas
AM,Ipixuna,-7.04791,-71.6934,Amazonas
AM,Iranduba,-3.27479,-60.19,Amazonas
AM,Itacoatiara,-3.13861,-58.4449,Amazonas
AM,Itamarati,-6.43852,-68.2437,Amazonas
AM,Itapiranga,-2.74081,-58.0293,Amazonas
AM,Japurá,-1.88237,-66.9291,Amazonas
AM,Juruá,-3.48438,-66.0718,Amazonas
AM,Jutaí,-2.75814,-66.7595,Amazonas
AM,Lábrea,-7.26413,-64.7948,Amazonas
AM,Manacapuru,-3.29066,-60.6216,Amazonas
AM,Manaquiri,-3.44078,-60.4612,Amazonas
AM,Manaus,-3.11866,-60.0212,Amazonas
AM,Manicoré,-5.80462,-61.2895,Amazonas
AM,Maraã,-1.85313,-65.573,Amazonas
AM,Maués,-3.39289,-57.7067,Amazonas
AM,Nhamundá,-2.20793,-56.7112,Amazonas
AM,Nova Olinda do Norte,-3.90037,-59.094,Amazonas
AM,Novo Airão,-2.63637,-60.9434,Amazonas
AM,Novo Aripuanã,-5.12593,-60.3732,Amazonas
AM,Parintins,-2.63741,-56.729,Amazonas
AM,Pauini,-7.71311,-66.992,Amazonas
AM,Presidente Figueiredo,-2.02981,-60.0234,Amazonas
AM,Rio Preto da Eva,-2.7045,-59.6858,Amazonas
AM,Santa Isabel do Rio Negro,-0.410824,-65.0092,Amazonas
AM,Santo Antônio do Içá,-3.09544,-67.9463,Amazonas
AM,São Gabriel da Cachoeira,-0.11909,-67.084,Amazonas
AM,São Paulo de Olivença,-3.47292,-68.9646,Amazonas
AM,São Sebastião do Uatumã,-2.55915,-57.8731,Amazonas
AM,Silves,-2.81748,-58.248,Amazonas
AM,Tabatinga,-4.2416,-69.9383,Amazonas
AM,Tapauá,-5.62085,-63.1808,Amazonas
AM,Tefé,-3.36822,-64.7193,Amazonas
AM,Tonantins,-2.86582,-67.7919,Amazonas
AM,Uarini,-2.99609,-65.1133,Amazonas
AM,Urucará,-2.52936,-57.7538,Amazonas
AM,Urucurituba,-3.12841,-58.1496,Amazonas
AP,Amapá,2.05267,-50.7957,Amapá
AP,Calçoene,2.50475,-50.9512,Amapá
AP,Cutias,0.970761,-50.8005,Amapá
AP,Ferreira Gomes,0.857256,-51.1795,Amapá
AP,Itaubal,0.602185,-50.6996,Amapá
AP,Laranjal do Jari,-0.804911,-52.453,Amapá
AP,Macapá,0.034934,-51.0694,Amapá
AP,Mazagão,-0.11336,-51.2891,Amapá
AP,Oiapoque,3.84074,-51.8331,Amapá
AP,Pedra Branca do Amapari,0.777424,-51.9503,Amapá
AP,Porto Grande,0.71243,-51.4155,Amapá
AP,Pracuúba,1.74543,-50.7892,Amapá
AP,Santana,-0.045434,-51.1729,Amapá
AP,Serra do Navio,0.901357,-52.0036,Amapá
AP,Tartarugalzinho,1.50652,-50.9087,Amapá
AP,Vitória do Jari,-0.938,-52.424,Amapá
BA,Abaíra,-13.2488,-41.6619,Bahia
BA,Abaré,-8.72073,-39.1162,Bahia
BA,Acajutiba,-11.6575,-38.0197,Bahia
BA,Adustina,-10.5437,-38.1113,Bahia
BA,Água Fria,-11.8618,-38.7639,Bahia
BA,Aiquara,-14.1269,-39.8937,Bahia
BA,Alagoinhas,-12.1335,-38.4208,Bahia
BA,Alcobaça,-17.5195,-39.2036,Bahia
BA,Almadina,-14.7089,-39.6415,Bahia
BA,Amargosa,-13.0215,-39.602,Bahia
BA,Amélia Rodrigues,-12.3914,-38.7563,Bahia
BA,América Dourada,-11.4429,-41.439,Bahia
BA,Anagé,-14.6151,-41.1356,Bahia
BA,Andaraí,-12.8049,-41.3297,Bahia
BA,Andorinha,-10.3482,-39.8391,Bahia
BA,Angical,-12.0063,-44.7003,Bahia
BA,Anguera,-12.1462,-39.2462,Bahia
BA,Antas,-10.3856,-38.3401,Bahia
BA,Antônio Cardoso,-12.4335,-39.1176,Bahia
BA,Antônio Gonçalves,-10.5767,-40.2785,Bahia
BA,Aporá,-11.6577,-38.0814,Bahia
BA,Apuarema,-13.8542,-39.7501,Bahia
BA,Araças,-12.22,-38.2027,Bahia
BA,Aracatu,-14.428,-41.4648,Bahia
BA,Araci,-11.3253,-38.9584,Bahia
BA,Aramari,-12.0884,-38.4969,Bahia
BA,Arataca,-15.2651,-39.419,Bahia
BA,Aratuípe,-13.0716,-39.0038,Bahia
BA,Aurelino Leal,-14.321,-39.329,Bahia
BA,Baianópolis,-12.3016,-44.5388,Bahia
BA,Baixa Grande,-11.9519,-40.169,Bahia
BA,Banzaê,-10.5788,-38.6212,Bahia
BA,Barra,-11.0859,-43.1459,Bahia
BA,Barra da Estiva,-13.6237,-41.3347,Bahia
BA,Barra do Choça,-14.8654,-40.5791,Bahia
BA,Barra do Mendes,-11.81,-42.059,Bahia
BA,Barra do Rocha,-14.2,-39.5991,Bahia
BA,Barreiras,-12.1439,-44.9968,Bahia
BA,Barro Alto,-11.7605,-41.9054,Bahia
BA,Barro Preto,-14.7948,-39.476,Bahia
BA,Barrocas,-11.5272,-39.0776,Bahia
BA,Belmonte,-15.8608,-38.8758,Bahia
BA,Belo Campo,-15.0334,-41.2652,Bahia
BA,Biritinga,-11.6072,-38.8051,Bahia
BA,Boa Nova,-14.3598,-40.2064,Bahia
BA,Boa Vista do Tupim,-12.6498,-40.6064,Bahia
BA,Bom Jesus da Lapa,-13.2506,-43.4108,Bahia
BA,Bom Jesus da Serra,-14.3663,-40.5126,Bahia
BA,Boninal,-12.7069,-41.8286,Bahia
BA,Bonito,-11.9668,-41.2647,Bahia
BA,Boquira,-12.8205,-42.7324,Bahia
BA,Botuporã,-13.3772,-42.5163,Bahia
BA,Brejões,-13.1039,-39.7988,Bahia
BA,Brejolândia,-12.4815,-43.9679,Bahia
BA,Brotas de Macaúbas,-11.9915,-42.6326,Bahia
BA,Brumado,-14.2021,-41.6696,Bahia
BA,Buerarema,-14.9595,-39.3028,Bahia
BA,Buritirama,-10.7171,-43.6302,Bahia
BA,Caatiba,-14.9699,-40.4092,Bahia
BA,Cabaceiras do Paraguaçu,-12.5317,-39.1902,Bahia
BA,Cachoeira,-12.5994,-38.9587,Bahia
BA,Caculé,-14.5003,-42.2229,Bahia
BA,Caém,-11.0677,-40.432,Bahia
BA,Caetanos,-14.3347,-40.9175,Bahia
BA,Caetité,-14.0684,-42.4861,Bahia
BA,Cafarnaum,-11.6914,-41.4688,Bahia
BA,Cairu,-13.4904,-39.0465,Bahia
BA,Caldeirão Grande,-11.0208,-40.2956,Bahia
BA,Camacan,-15.4142,-39.4919,Bahia
BA,Camaçari,-12.6996,-38.3263,Bahia
BA,Camamu,-13.9398,-39.1071,Bahia
BA,Campo Alegre de Lourdes,-9.52221,-43.0126,Bahia
BA,Campo Formoso,-10.5105,-40.32,Bahia
BA,Canápolis,-13.0725,-44.201,Bahia
BA,Canarana,-11.6858,-41.7677,Bahia
BA,Canavieiras,-15.6722,-38.9536,Bahia
BA,Candeal,-11.8049,-39.1203,Bahia
BA,Candeias,-12.6716,-38.5472,Bahia
BA,Candiba,-14.4097,-42.8667,Bahia
BA,Cândido Sales,-15.4993,-41.2414,Bahia
BA,Cansanção,-10.6647,-39.4944,Bahia
BA,Canudos,-9.90014,-39.1471,Bahia
BA,Capela do Alto Alegre,-11.6658,-39.8349,Bahia
BA,Capim Grosso,-11.3797,-40.0089,Bahia
BA,Caraíbas,-14.7177,-41.2603,Bahia
BA,Caravelas,-17.7268,-39.2597,Bahia
BA,Cardeal da Silva,-11.9472,-37.9469,Bahia
BA,Carinhanha,-14.2985,-43.7724,Bahia
BA,Casa Nova,-9.16408,-40.974,Bahia
BA,Castro Alves,-12.7579,-39.4248,Bahia
BA,Catolândia,-12.31,-44.8648,Bahia
BA,Catu,-12.3513,-38.3791,Bahia
BA,Caturama,-13.3239,-42.2904,Bahia
BA,Central,-11.1376,-42.1116,Bahia
BA,Chorrochó,-8.9695,-39.0979,Bahia
BA,Cícero Dantas,-10.5897,-38.3794,Bahia
BA,Cipó,-11.1032,-38.5179,Bahia
BA,Coaraci,-14.637,-39.5556,Bahia
BA,Cocos,-14.1814,-44.5352,Bahia
BA,Conceição da Feira,-12.5078,-38.9978,Bahia
BA,Conceição do Almeida,-12.7836,-39.1715,Bahia
BA,Conceição do Coité,-11.56,-39.2808,Bahia
BA,Conceição do Jacuípe,-12.3268,-38.7684,Bahia
BA,Conde,-11.8179,-37.6131,Bahia
BA,Condeúba,-14.9022,-41.9718,Bahia
BA,Contendas do Sincorá,-13.7537,-41.048,Bahia
BA,Coração de Maria,-12.2333,-38.7487,Bahia
BA,Cordeiros,-15.0356,-41.9308,Bahia
BA,Coribe,-13.8232,-44.4586,Bahia
BA,Coronel João Sá,-10.2847,-37.9198,Bahia
BA,Correntina,-13.3477,-44.6333,Bahia
BA,Cotegipe,-12.0228,-44.2566,Bahia
BA,Cravolândia,-13.3531,-39.8031,Bahia
BA,Crisópolis,-11.5059,-38.1515,Bahia
BA,Cristópolis,-12.2249,-44.4214,Bahia
BA,Cruz das Almas,-12.6675,-39.1008,Bahia
BA,Curaçá,-8.98458,-39.8997,Bahia
BA,Dário Meira,-14.4229,-39.9031,Bahia
BA,Dias d'Ávila,-12.6187,-38.2926,Bahia
BA,Dom Basílio,-13.7565,-41.7677,Bahia
BA,Dom Macedo Costa,-12.9016,-39.1923,Bahia
BA,Elísio Medrado,-12.9417,-39.5191,Bahia
BA,Encruzilhada,-15.5302,-40.9124,Bahia
BA,Entre Rios,-11.9392,-38.0871,Bahia
BA,Érico Cardoso,-13.4215,-42.1352,Bahia
BA,Esplanada,-11.7942,-37.9432,Bahia
BA,Euclides da Cunha,-10.5078,-39.0153,Bahia
BA,Eunápolis,-16.3715,-39.5821,Bahia
BA,Fátima,-10.616,-38.2239,Bahia
BA,Feira da Mata,-14.2044,-44.2744,Bahia
BA,Feira de Santana,-12.2664,-38.9663,Bahia
BA,Filadélfia,-10.7405,-40.1437,Bahia
BA,Firmino Alves,-14.9823,-39.9269,Bahia
BA,Floresta Azul,-14.8629,-39.6579,Bahia
BA,Formosa do Rio Preto,-11.0328,-45.193,Bahia
BA,Gandu,-13.7441,-39.4747,Bahia
BA,Gavião,-11.4688,-39.7757,Bahia
BA,Gentio do Ouro,-11.4342,-42.5077,Bahia
BA,Glória,-9.34382,-38.2544,Bahia
BA,Gongogi,-14.3195,-39.469,Bahia
BA,Governador Mangabeira,-12.5994,-39.0412,Bahia
BA,Guajeru,-14.5467,-41.9381,Bahia
BA,Guanambi,-14.2231,-42.7799,Bahia
BA,Guaratinga,-16.5833,-39.7847,Bahia
BA,Heliópolis,-10.6825,-38.2907,Bahia
BA,Iaçu,-12.7666,-40.2056,Bahia
BA,Ibiassucê,-14.2711,-42.257,Bahia
BA,Ibicaraí,-14.8579,-39.5914,Bahia
BA,Ibicoara,-13.4059,-41.284,Bahia
BA,Ibicuí,-14.845,-39.9879,Bahia
BA,Ibipeba,-11.6438,-42.0195,Bahia
BA,Ibipitanga,-12.8804,-42.4856,Bahia
BA,Ibiquera,-12.6444,-40.9338,Bahia
BA,Ibirapitanga,-14.1649,-39.3787,Bahia
BA,Ibirapuã,-17.6832,-40.1129,Bahia
BA,Ibirataia,-14.0643,-39.6459,Bahia
BA,Ibitiara,-12.6502,-42.2179,Bahia
BA,Ibititá,-11.5414,-41.9748,Bahia
BA,Ibotirama,-12.1779,-43.2167,Bahia
BA,Ichu,-11.7431,-39.1905,Bahia
BA,Igaporã,-13.774,-42.7155,Bahia
BA,Igrapiúna,-13.8295,-39.1361,Bahia
BA,Iguaí,-14.7528,-40.0894,Bahia
BA,Ilhéus,-14.793,-39.046,Bahia
BA,Inhambupe,-11.781,-38.355,Bahia
BA,Ipecaetá,-12.3028,-39.3069,Bahia
BA,Ipiaú,-14.1226,-39.7353,Bahia
BA,Ipirá,-12.1561,-39.7359,Bahia
BA,Ipupiara,-11.8219,-42.6179,Bahia
BA,Irajuba,-13.2563,-40.0848,Bahia
BA,Iramaia,-13.2902,-40.9595,Bahia
BA,Iraquara,-12.2429,-41.6155,Bahia
BA,Irará,-12.0504,-38.7631,Bahia
BA,Irecê,-11.3033,-41.8535,Bahia
BA,Itabela,-16.5732,-39.5593,Bahia
BA,Itaberaba,-12.5242,-40.3059,Bahia
BA,Itabuna,-14.7876,-39.2781,Bahia
BA,Itacaré,-14.2784,-38.9959,Bahia
BA,Itaeté,-12.9831,-40.9677,Bahia
BA,Itagi,-14.1615,-40.0131,Bahia
BA,Itagibá,-14.2782,-39.8449,Bahia
BA,Itagimirim,-16.0819,-39.6133,Bahia
BA,Itaguaçu da Bahia,-11.0147,-42.3997,Bahia
BA,Itaju do Colônia,-15.1366,-39.7283,Bahia
BA,Itajuípe,-14.6788,-39.3698,Bahia
BA,Itamaraju,-17.0378,-39.5386,Bahia
BA,Itamari,-13.7782,-39.683,Bahia
BA,Itambé,-15.2429,-40.63,Bahia
BA,Itanagra,-12.2614,-38.0436,Bahia
BA,Itanhém,-17.1642,-40.3321,Bahia
BA,Itaparica,-12.8932,-38.68,Bahia
BA,Itapé,-14.8876,-39.4239,Bahia
BA,Itapebi,-15.9551,-39.5329,Bahia
BA,Itapetinga,-15.2475,-40.2482,Bahia
BA,Itapicuru,-11.3088,-38.2262,Bahia
BA,Itapitanga,-14.4139,-39.5657,Bahia
BA,Itaquara,-13.4459,-39.9378,Bahia
BA,Itarantim,-15.6528,-40.065,Bahia
BA,Itatim,-12.7099,-39.6952,Bahia
BA,Itiruçu,-13.529,-40.1472,Bahia
BA,Itiúba,-10.6948,-39.8446,Bahia
BA,Itororó,-15.11,-40.0684,Bahia
BA,Ituaçu,-13.8107,-41.3003,Bahia
BA,Ituberá,-13.7249,-39.1481,Bahia
BA,Iuiú,-14.4054,-43.5595,Bahia
BA,Jaborandi,-13.6071,-44.4255,Bahia
BA,Jacaraci,-14.8541,-42.4329,Bahia
BA,Jacobina,-11.1812,-40.5117,Bahia
BA,Jaguaquara,-13.5248,-39.964,Bahia
BA,Jaguarari,-10.2569,-40.1999,Bahia
BA,Jaguaripe,-13.1109,-38.8939,Bahia
BA,Jandaíra,-11.5616,-37.7853,Bahia
BA,Jequié,-13.8509,-40.0877,Bahia
BA,Jeremoabo,-10.0685,-38.3471,Bahia
BA,Jiquiriçá,-13.2621,-39.5737,Bahia
BA,Jitaúna,-14.0131,-39.8969,Bahia
BA,João Dourado,-11.3486,-41.6548,Bahia
BA,Juazeiro,-9.41622,-40.5033,Bahia
BA,Jucuruçu,-16.8488,-40.1641,Bahia
BA,Jussara,-11.0431,-41.9702,Bahia
BA,Jussari,-15.192,-39.491,Bahia
BA,Jussiape,-13.5155,-41.5882,Bahia
BA,Lafaiete Coutinho,-13.6541,-40.2119,Bahia
BA,Lagoa Real,-14.0334,-42.1328,Bahia
BA,Laje,-13.1673,-39.4213,Bahia
BA,Lajedão,-17.6056,-40.3383,Bahia
BA,Lajedinho,-12.3529,-40.9048,Bahia
BA,Lajedo do Tabocal,-13.4663,-40.2204,Bahia
BA,Lamarão,-11.773,-38.887,Bahia
BA,Lapão,-11.3851,-41.8286,Bahia
BA,Lauro de Freitas,-12.8978,-38.321,Bahia
BA,Lençóis,-12.5616,-41.3928,Bahia
BA,Licínio de Almeida,-14.6842,-42.5095,Bahia
BA,Livramento de Nossa Senhora,-13.6369,-41.8432,Bahia
BA,Luís Eduardo Magalhães,-12.0956,-45.7866,Bahia
BA,Macajuba,-12.1326,-40.3571,Bahia
BA,Macarani,-15.5646,-40.4209,Bahia
BA,Macaúbas,-13.0186,-42.6945,Bahia
BA,Macururé,-9.16226,-39.0518,Bahia
BA,Madre de Deus,-12.7446,-38.6153,Bahia
BA,Maetinga,-14.6623,-41.4915,Bahia
BA,Maiquinique,-15.624,-40.2587,Bahia
BA,Mairi,-11.7107,-40.1437,Bahia
BA,Malhada,-14.3371,-43.7686,Bahia
BA,Malhada de Pedras,-14.3847,-41.8842,Bahia
BA,Manoel Vitorino,-14.1476,-40.2399,Bahia
BA,Mansidão,-10.7227,-44.0428,Bahia
BA,Maracás,-13.4355,-40.4323,Bahia
BA,Maragogipe,-12.776,-38.9175,Bahia
BA,Maraú,-14.1035,-39.0137,Bahia
BA,Marcionílio Souza,-13.0064,-40.5295,Bahia
BA,Mascote,-15.5542,-39.3016,Bahia
BA,Mata de São João,-12.5307,-38.3009,Bahia
BA,Matina,-13.9109,-42.8439,Bahia
BA,Medeiros Neto,-17.3707,-40.2238,Bahia
BA,Miguel Calmon,-11.4299,-40.6031,Bahia
BA,Milagres,-12.8646,-39.8611,Bahia
BA,Mirangaba,-10.961,-40.574,Bahia
BA,Mirante,-14.2385,-40.7718,Bahia
BA,Monte Santo,-10.4374,-39.3321,Bahia
BA,Morpará,-11.5569,-43.2766,Bahia
BA,Morro do Chapéu,-11.5488,-41.1565,Bahia
BA,Mortugaba,-15.0225,-42.3727,Bahia
BA,Mucugê,-13.0053,-41.3703,Bahia
BA,Mucuri,-18.0754,-39.5565,Bahia
BA,Mulungu do Morro,-11.9648,-41.6374,Bahia
BA,Mundo Novo,-11.8541,-40.4714,Bahia
BA,Muniz Ferreira,-13.0092,-39.1092,Bahia
BA,Muquém de São Francisco,-12.065,-43.5497,Bahia
BA,Muritiba,-12.6329,-38.9921,Bahia
BA,Mutuípe,-13.2284,-39.5044,Bahia
BA,Nazaré,-13.0235,-39.0108,Bahia
BA,Nilo Peçanha,-13.604,-39.1091,Bahia
BA,Nordestina,-10.8192,-39.4297,Bahia
BA,Nova Canaã,-14.7912,-40.1458,Bahia
BA,Nova Fátima,-11.6031,-39.6302,Bahia
BA,Nova Ibiá,-13.812,-39.6182,Bahia
BA,Nova Itarana,-13.0241,-40.0653,Bahia
BA,Nova Redenção,-12.815,-41.0748,Bahia
BA,Nova Soure,-11.2329,-38.4871,Bahia
BA,Nova Viçosa,-17.8926,-39.3743,Bahia
BA,Novo Horizonte,-12.8083,-42.1682,Bahia
BA,Novo Triunfo,-10.3182,-38.4014,Bahia
BA,Olindina,-11.3497,-38.3379,Bahia
BA,Oliveira dos Brejinhos,-12.3132,-42.8969,Bahia
BA,Ouriçangas,-12.0175,-38.6166,Bahia
BA,Ourolândia,-10.9578,-41.0756,Bahia
BA,Palmas de Monte Alto,-14.2676,-43.1609,Bahia
BA,Palmeiras,-12.5059,-41.5809,Bahia
BA,Paramirim,-13.4388,-42.2395,Bahia
BA,Paratinga,-12.687,-43.1798,Bahia
BA,Paripiranga,-10.6859,-37.8626,Bahia
BA,Pau Brasil,-15.4572,-39.6458,Bahia
BA,Paulo Afonso,-9.3983,-38.2216,Bahia
BA,Pé de Serra,-11.8313,-39.611,Bahia
BA,Pedrão,-12.1491,-38.6487,Bahia
BA,Pedro Alexandre,-10.012,-37.8932,Bahia
BA,Piatã,-13.1465,-41.7702,Bahia
BA,Pilão Arcado,-10.0051,-42.4936,Bahia
BA,Pindaí,-14.4921,-42.686,Bahia
BA,Pindobaçu,-10.7433,-40.3675,Bahia
BA,Pintadas,-11.8117,-39.9009,Bahia
BA,Piraí do Norte,-13.759,-39.3836,Bahia
BA,Piripá,-14.9444,-41.7168,Bahia
BA,Piritiba,-11.73,-40.5587,Bahia
BA,Planaltino,-13.2618,-40.3695,Bahia
BA,Planalto,-14.6654,-40.4718,Bahia
BA,Poções,-14.5234,-40.3634,Bahia
BA,Pojuca,-12.4303,-38.3374,Bahia
